Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1600,Josan,es ESP,"DF,MF",Elche,es La Liga,33-186,26,1078,41,31.5,12.0,9,76,4,17,23,10,0.62,13,18,-5,-0.42,+0.81,13.5,28.2,-14.7,-1.23,-0.54
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1601,Willian José,br BRA,FW,Betis,es La Liga,31-196,28,731,26,21.4,8.1,6,76,2,22,13,7,1.61,8,11,-3,-0.37,-0.64,10.5,12.3,-1.8,-0.22,-0.34
1602,Joselito,es ESP,MF,Hellas Verona,it Serie A,19-118,0,,,,,0,,0,0,,5,,,,,,,,,,,
1603,Joselu,es ESP,FW,Espanyol,es La Liga,33-072,34,2990,88,87.4,33.2,33,90,33,1,20,1,0.94,43,61,-18,-0.54,-0.75,42.5,53.2,-10.7,-0.32,-0.17
1604,Mateo Joseph,eng ENG,"FW,MF",Leeds United,eng Premier League,19-231,3,26,9,0.8,0.3,0,,0,3,9,5,0.33,0,0,0,0.00,+0.80,0.6,0.3,+0.4,+1.23,+1.76
1605,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,26-185,22,1131,51,33.1,12.6,12,76,2,10,22,0,1.95,24,19,+5,+0.40,-0.51,25.4,17.6,+7.8,+0.62,+0.07
1606,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,33-217,17,892,52,29.2,9.9,8,81,5,9,27,2,0.76,16,20,-4,-0.40,+0.55,13.8,18.4,-4.6,-0.46,+0.20
1607,Luka Jović,rs SRB,"FW,MF",Fiorentina,it Serie A,25-166,31,1534,49,44.9,17.0,16,76,8,15,22,4,1.19,24,23,+1,+0.06,-0.37,24.0,21.2,+2.8,+0.17,-0.25
1608,Juanmi,es ESP,FW,Betis,es La Liga,30-018,22,925,42,27.0,10.3,9,75,3,13,19,3,1.68,18,18,0,0.00,-0.18,18.1,16.8,+1.3,+0.13,+0.11
1609,Juanpe,es ESP,DF,Girona,es La Liga,32-038,19,1426,75,41.7,15.8,17,83,13,2,6,11,1.21,29,25,+4,+0.25,+0.30,18.3,24.0,-5.7,-0.36,-0.41
1610,Jubal,br BRA,DF,Auxerre,fr Ligue 1,29-282,37,3217,87,94.1,35.7,35,90,35,2,34,1,0.95,35,58,-23,-0.64,+1.57,40.2,55.2,-15.0,-0.42,+0.10
1611,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,30-077,30,2695,90,78.8,29.9,30,90,29,0,,3,1.37,51,45,+6,+0.20,+0.57,41.4,47.6,-6.2,-0.21,+0.26
1612,Anthony Jung,de GER,"DF,FW",Werder Bremen,de Bundesliga,31-216,34,2617,77,85.5,29.1,32,80,11,2,27,0,1.06,37,59,-22,-0.76,-2.59,31.6,46.3,-14.7,-0.50,-1.09
1613,Andreas Jungdal,dk DEN,GK,Milan,it Serie A,21-105,0,,,,,0,,0,0,,8,,,,,,,,,,,
1614,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,16-349,1,8,8,0.2,0.1,0,,0,1,8,2,3.00,0,0,0,0.00,+0.03,0.0,0.1,0.0,-0.18,+0.18
1615,Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,32-158,5,52,10,1.5,0.6,0,,0,5,10,9,0.20,0,2,-2,-3.46,-3.35,1.0,1.3,-0.3,-0.51,-0.22
1616,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,eng Premier League,23-111,7,427,61,12.5,4.7,5,75,1,2,26,0,1.00,3,8,-5,-1.05,-0.18,6.7,9.9,-3.2,-0.67,0.00
1617,Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,23-111,11,591,54,17.3,6.6,6,70,1,5,34,0,0.73,10,10,0,0.00,+0.45,9.6,9.4,+0.2,+0.03,-0.02
1618,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22-330,33,2823,86,82.5,31.4,32,87,21,1,30,0,2.00,58,32,+26,+0.83,-1.13,58.9,32.2,+26.8,+0.85,-0.63
1619,Marc Jurado,es ESP,DF,Manchester Utd,eng Premier League,19-055,0,,,,,0,,0,0,,1,,,,,,,,,,,
1620,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27-295,12,935,78,30.6,10.4,10,90,10,2,18,6,1.58,12,9,+3,+0.29,-0.13,11.3,14.5,-3.2,-0.31,-0.24
1621,James Justin,eng ENG,DF,Leicester City,eng Premier League,25-104,14,1252,89,36.6,13.9,14,89,12,0,,0,1.00,23,25,-2,-0.14,+0.48,15.9,20.8,-5.0,-0.36,-0.03
1622,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,33-045,18,1103,61,32.3,12.3,11,85,9,7,24,15,1.83,17,15,+2,+0.16,-0.23,18.4,20.5,-2.1,-0.17,-0.52
1623,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,23-074,30,2388,80,78.0,26.5,28,83,21,2,31,1,1.07,34,41,-7,-0.26,0.00,36.9,39.2,-2.3,-0.09,+0.02
1624,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,22-026,22,1028,47,30.1,11.4,9,78,5,13,25,13,2.00,20,11,+9,+0.79,+0.11,21.6,9.6,+12.1,+1.05,+0.65
1625,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,29-013,4,78,20,2.3,0.9,1,60,0,3,6,9,0.60,3,1,+2,+2.31,+2.85,0.7,0.4,+0.3,+0.33,+0.60
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1626,Yaya Kader Fofana,ml MLI,MF,Lens,fr Ligue 1,18-360,0,,,,,0,,0,0,,2,,,,,,,,,,,
1627,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,31-043,26,1665,64,54.4,18.5,17,82,12,9,30,2,0.96,22,26,-4,-0.22,+0.11,25.2,22.0,+3.1,+0.17,+0.57
1628,Tino Kadewere,zw ZIM,"FW,MF",Mallorca,es La Liga,27-153,15,542,36,15.8,6.0,5,62,0,10,23,11,1.20,8,7,+1,+0.17,+0.38,5.9,6.8,-0.9,-0.15,+0.17
1629,Tino Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,27-153,0,,,,,0,,0,0,,2,,,,,,,,,,,
1630,Kaiky,br BRA,DF,Almería,es La Liga,19-146,13,581,45,17.0,6.5,7,79,3,6,5,13,1.31,6,13,-7,-1.08,-0.80,6.7,13.5,-6.8,-1.06,-0.73
1631,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,30-226,32,2344,73,76.6,26.0,31,75,5,1,31,0,1.22,37,38,-1,-0.04,+0.46,36.3,31.3,+5.0,+0.19,+0.16
1632,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31-351,2,22,11,0.6,0.2,0,,0,2,11,4,2.00,1,0,+1,+4.09,+3.08,0.5,0.4,0.0,+0.03,-0.60
1633,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25-335,1,45,45,1.3,0.5,1,45,0,0,,0,3.00,1,0,+1,+2.00,+2.75,0.6,0.6,0.0,+0.04,+0.65
1634,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25-335,3,233,78,7.6,2.6,3,78,1,0,,0,0.67,3,3,0,0.00,+0.38,2.9,1.4,+1.5,+0.60,+0.57
1635,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21-138,30,1849,62,54.1,20.5,24,73,3,6,18,0,1.83,32,24,+8,+0.39,-0.87,31.0,26.0,+5.0,+0.24,-0.46
1636,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,21-138,0,,,,,0,,0,0,,1,,,,,,,,,,,
1637,Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,it Serie A,21-342,22,860,39,25.1,9.6,8,57,0,14,29,14,0.77,8,14,-6,-0.63,+0.15,10.6,11.8,-1.1,-0.12,+0.34
1638,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25-282,29,2438,84,71.3,27.1,28,86,23,1,25,0,1.55,41,40,+1,+0.04,+0.22,32.1,45.9,-13.8,-0.51,-0.53
1639,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,23-002,34,2548,75,74.5,28.3,26,88,25,8,32,2,1.76,46,41,+5,+0.18,-1.47,42.7,34.3,+8.4,+0.30,-0.66
1640,Justin-Noël Kalumba,fr FRA,DF,Angers,fr Ligue 1,18-164,7,546,78,16.0,6.1,7,78,3,0,,0,0.57,8,14,-6,-0.99,+0.33,5.7,12.2,-6.5,-1.07,-0.62
1641,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,26-306,32,2265,71,74.0,25.2,25,83,13,7,28,1,1.47,49,37,+12,+0.48,+1.16,42.3,31.0,+11.3,+0.45,+0.75
1642,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,22-208,11,665,60,19.4,7.4,7,86,6,4,16,10,1.55,8,9,-1,-0.14,+0.03,10.8,13.5,-2.7,-0.36,-0.30
1643,Abdoulaye Kamara,gn GUI,MF,Dortmund,de Bundesliga,18-213,0,,,,,0,,0,0,,1,,,,,,,,,,,
1644,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,26-229,5,408,82,11.9,4.5,4,90,4,1,48,24,0.20,5,11,-6,-1.32,-1.59,5.0,10.3,-5.3,-1.17,-1.03
1645,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,23-196,24,1777,74,52.0,19.7,21,83,14,3,14,0,1.63,28,30,-2,-0.10,-0.48,24.2,33.1,-8.9,-0.45,-0.81
1646,Wabo Kamdem,fr FRA,MF,Clermont Foot,fr Ligue 1,20-235,0,,,,,0,,0,0,,11,,,,,,,,,,,
1647,Dimitrije Kamenović,rs SRB,DF,Lazio,it Serie A,22-326,0,,,,,0,,0,0,,13,,,,,,,,,,,
1648,Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,de Bundesliga,21-002,31,2058,66,67.3,22.9,25,76,5,6,25,2,1.48,47,27,+20,+0.87,+1.86,37.6,33.3,+4.4,+0.19,+0.58
1649,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,31-143,8,632,79,20.7,7.0,7,90,7,1,2,10,1.50,13,22,-9,-1.28,-0.28,8.9,18.2,-9.2,-1.31,-1.00
1650,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32-241,30,1372,46,44.8,15.2,16,69,5,14,20,3,2.03,28,20,+8,+0.52,-0.27,28.3,16.2,+12.1,+0.80,+0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1651,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,21-219,7,101,14,3.0,1.1,0,,0,7,14,4,0.14,2,1,+1,+0.89,+1.14,1.7,2.0,-0.3,-0.23,-0.05
1652,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29-314,38,3405,90,99.6,37.8,38,90,35,0,,0,1.58,70,62,+8,+0.21,+6.21,56.9,49.4,+7.5,+0.20,+0.50
1653,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,25-106,23,1417,62,46.3,15.7,15,80,4,8,28,1,0.65,17,24,-7,-0.44,+0.65,16.7,24.1,-7.4,-0.47,+0.25
1654,Lee Kangin,kr KOR,"MF,FW",Mallorca,es La Liga,22-108,36,2823,78,82.5,31.4,33,83,12,3,29,0,1.31,32,32,0,0.00,+0.90,29.5,34.1,-4.6,-0.15,+0.86
1655,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,32-070,7,518,74,15.1,5.8,6,81,3,1,34,1,1.14,5,7,-2,-0.35,-0.13,8.0,4.9,+3.1,+0.54,+0.73
1656,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,29-094,21,976,46,31.9,10.8,10,76,4,11,20,5,1.05,12,28,-16,-1.48,-0.61,12.0,21.4,-9.4,-0.87,-0.52
1657,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,24-334,21,716,34,20.9,8.0,7,63,0,14,19,9,1.24,9,8,+1,+0.13,+0.13,11.8,6.9,+4.9,+0.62,+0.72
1658,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,26-237,29,1962,68,64.1,21.8,22,86,16,7,11,3,1.03,29,36,-7,-0.32,+0.09,28.7,29.5,-0.8,-0.04,-0.29
1659,Ayman Kari,fr FRA,"MF,DF",Lorient,fr Ligue 1,18-200,5,96,19,2.8,1.1,0,,0,5,19,7,2.00,2,2,0,0.00,+0.03,3.1,1.5,+1.6,+1.53,+1.94
1660,Ayman Kari,fr FRA,MF,Paris S-G,fr Ligue 1,18-200,0,,,,,0,,0,0,,2,,,,,,,,,,,
1661,Soudeysse Kari,fr FRA,MF,Nice,fr Ligue 1,21-120,0,,,,,0,,0,0,,1,,,,,,,,,,,
1662,Loris Karius,de GER,GK,Newcastle Utd,eng Premier League,29-350,0,,,,,0,,0,0,,8,,,,,,,,,,,
1663,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,20-261,6,93,16,2.7,1.0,0,,0,6,16,11,1.00,0,3,-3,-2.90,-3.42,1.5,1.8,-0.3,-0.31,-0.84
1664,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28-116,13,711,55,20.8,7.9,8,73,2,5,26,3,1.54,10,8,+2,+0.25,-0.08,12.3,7.3,+5.0,+0.63,-0.05
1665,Denso Kasius,nl NED,DF,Bologna,it Serie A,20-244,7,342,49,10.0,3.8,4,69,1,3,22,5,1.14,3,7,-4,-1.05,-1.29,3.9,6.8,-2.9,-0.77,-0.71
1666,Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,de Bundesliga,20-149,4,72,18,2.4,0.8,1,45,0,3,9,12,0.25,0,3,-3,-3.75,-3.48,1.1,0.8,+0.3,+0.32,+0.26
1667,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,25-128,28,1286,46,37.6,14.3,13,73,5,15,22,9,1.04,20,24,-4,-0.28,+0.14,13.1,27.7,-14.6,-1.02,-0.35
1668,Daniel Katić,hr CRO,DF,Augsburg,de Bundesliga,20-042,0,,,,,0,,0,0,,2,,,,,,,,,,,
1669,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,24-244,30,1992,66,65.1,22.1,23,78,6,7,27,0,1.10,30,31,-1,-0.05,+0.88,28.8,25.4,+3.4,+0.15,+0.24
1670,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,40-079,0,,,,,0,,0,0,,11,,,,,,,,,,,
1671,Michael Kayode,it ITA,DF,Fiorentina,it Serie A,18-332,0,,,,,0,,0,0,,11,,,,,,,,,,,
1672,Moise Kean,it ITA,FW,Juventus,it Serie A,23-099,28,995,36,29.1,11.1,11,64,0,17,17,2,1.89,11,8,+3,+0.27,-0.47,14.2,10.8,+3.4,+0.31,-0.07
1673,Michael Keane,eng ENG,DF,Everton,eng Premier League,30-147,12,985,82,28.8,10.9,10,90,10,2,43,20,0.83,11,22,-11,-1.01,-0.56,14.0,23.2,-9.2,-0.84,-0.42
1674,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,31-089,17,764,45,22.3,8.5,9,74,1,8,13,3,1.47,13,10,+3,+0.35,+0.39,11.3,11.7,-0.4,-0.05,+0.53
1675,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19-132,11,362,33,10.6,4.0,4,68,2,7,13,8,0.82,1,8,-7,-1.74,-1.77,2.9,6.8,-3.9,-0.98,-0.96
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1676,Wajdi Kechrida,tn TUN,DF,Salernitana,it Serie A,27-214,0,,,,,0,,0,0,,2,,,,,,,,,,,
1677,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,26-259,27,2230,83,65.2,24.8,25,87,23,2,27,8,1.15,26,34,-8,-0.32,+0.06,31.9,31.6,+0.4,+0.02,+0.34
1678,Check Keita,fr FRA,DF,Reims,fr Ligue 1,20-066,9,682,76,19.9,7.6,8,81,2,1,31,13,1.89,9,6,+3,+0.40,+0.49,13.5,9.2,+4.3,+0.57,+0.42
1679,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,28-117,8,293,37,8.6,3.3,3,57,0,5,24,2,1.38,2,4,-2,-0.61,-1.48,5.0,3.7,+1.2,+0.37,-0.22
1680,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,23-112,22,682,31,22.3,7.6,8,70,2,14,9,9,1.86,13,9,+4,+0.53,+0.41,11.8,9.5,+2.3,+0.31,+0.42
1681,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24-196,1,90,90,2.6,1.0,1,90,1,0,,28,1.00,4,4,0,0.00,-0.76,4.0,1.8,+2.2,+2.17,+1.64
1682,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24-244,23,2040,89,59.6,22.7,23,89,22,0,,0,1.13,19,38,-19,-0.84,+0.14,22.2,36.2,-14.1,-0.62,+0.11
1683,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,18-309,0,,,,,0,,0,0,,2,,,,,,,,,,,
1684,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,28-130,31,2709,87,88.5,30.1,31,87,27,0,,0,0.90,40,62,-22,-0.73,+0.55,37.0,52.2,-15.2,-0.50,+0.87
1685,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,27-119,12,275,23,8.0,3.1,2,43,0,10,19,5,0.50,2,9,-7,-2.29,-1.63,4.1,7.6,-3.4,-1.13,-0.47
1686,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,26-084,29,2244,77,73.3,24.9,25,87,22,4,18,4,0.90,29,44,-15,-0.60,+0.72,27.3,45.5,-18.2,-0.73,-0.47
1687,Dimitrios Keramitsis,gr GRE,DF,Roma,it Serie A,18-341,0,,,,,0,,0,0,,9,,,,,,,,,,,
1688,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,26-170,28,990,35,28.9,11.0,7,66,1,21,25,7,2.14,16,7,+9,+0.82,-0.70,18.3,12.1,+6.2,+0.57,-0.77
1689,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,28-041,34,2027,60,59.3,22.5,23,79,5,11,20,1,1.56,23,25,-2,-0.09,+0.04,26.6,33.0,-6.4,-0.28,0.00
1690,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,32-119,27,1635,61,47.8,18.2,20,72,5,7,29,2,1.33,30,28,+2,+0.11,+0.06,23.6,28.1,-4.4,-0.24,+0.03
1691,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,29-131,33,2882,87,94.2,32.0,33,87,28,0,,0,1.88,49,32,+17,+0.53,+2.55,34.4,39.5,-5.1,-0.16,-0.37
1692,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,17-260,2,10,5,0.3,0.1,0,,0,2,5,8,0.00,0,1,-1,-9.00,-7.68,0.1,0.1,0.0,-0.42,+0.05
1693,Kike,es ESP,FW,Osasuna,es La Liga,33-194,35,1021,29,29.9,11.3,7,78,2,28,17,2,1.26,8,18,-10,-0.88,-1.07,12.3,17.6,-5.4,-0.47,-0.44
1694,Kikín,es ESP,DF,Cádiz,es La Liga,20-138,0,,,,,0,,0,0,,2,,,,,,,,,,,
1695,Luca Kilian,de GER,DF,Köln,de Bundesliga,23-279,16,1123,70,36.7,12.5,13,84,11,3,9,6,1.50,21,24,-3,-0.24,-0.15,20.3,18.3,+2.0,+0.16,+0.01
1696,Max Kilman,eng ENG,DF,Wolves,eng Premier League,26-015,37,3307,89,96.7,36.7,37,89,36,0,,1,1.08,30,56,-26,-0.71,+0.09,35.1,57.1,-22.0,-0.60,+0.26
1697,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,28-119,33,2809,85,91.8,31.2,32,86,27,1,45,0,2.06,85,36,+49,+1.57,-0.22,68.4,35.1,+33.3,+1.07,-0.55
1698,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,27-298,11,730,66,21.3,8.1,9,78,7,2,14,0,2.55,30,9,+21,+2.59,+1.65,21.6,9.6,+12.0,+1.49,+0.89
1699,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,23-112,7,427,61,12.5,4.7,5,82,3,2,8,11,1.86,10,6,+4,+0.84,-0.39,6.6,6.5,+0.1,+0.02,-0.87
1700,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,23-112,17,1443,85,42.2,16.0,17,85,13,0,,1,0.88,16,27,-11,-0.69,+0.22,15.3,26.6,-11.3,-0.71,-0.40
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1701,Simon Kjær,dk DEN,DF,Milan,it Serie A,34-073,17,1006,59,29.4,11.2,12,74,4,5,24,16,1.82,12,7,+5,+0.45,-0.15,13.0,12.3,+0.7,+0.06,-0.58
1702,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,22-192,0,,,,,0,,0,0,,11,,,,,,,,,,,
1703,Daniel Klein,de GER,GK,Augsburg,de Bundesliga,22-086,0,,,,,0,,0,0,,19,,,,,,,,,,,
1704,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,18-104,1,90,90,2.9,1.0,1,90,1,0,,4,3.00,2,1,+1,+1.00,+1.85,2.1,3.4,-1.3,-1.33,-0.75
1705,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32-359,14,280,20,8.2,3.1,0,,0,14,20,2,0.79,5,5,0,0.00,+0.86,6.3,4.5,+1.8,+0.57,+1.19
1706,Mateo Klimowicz,de GER,MF,Stuttgart,de Bundesliga,22-336,0,,,,,0,,0,0,,1,,,,,,,,,,,
1707,Niklas Klinger,de GER,GK,Wolfsburg,de Bundesliga,27-237,0,,,,,0,,0,0,,1,,,,,,,,,,,
1708,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,27-004,15,907,60,29.6,10.1,10,86,8,5,9,6,2.00,14,9,+5,+0.50,-0.26,17.3,8.7,+8.6,+0.86,+0.15
1709,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,24-033,26,1447,56,42.3,16.1,15,78,3,11,25,1,1.00,22,21,+1,+0.06,+0.24,26.6,19.0,+7.6,+0.47,+0.55
1710,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,21-148,24,1286,54,42.0,14.3,14,72,5,10,28,6,1.38,20,26,-6,-0.42,-1.03,16.6,21.1,-4.4,-0.31,-0.97
1711,Ben Knight,eng ENG,MF,Manchester City,eng Premier League,20-358,0,,,,,0,,0,0,,4,,,,,,,,,,,
1712,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,31-016,32,2873,90,93.9,31.9,32,90,31,0,,1,1.94,49,32,+17,+0.53,+2.46,35.0,39.1,-4.2,-0.13,+0.14
1713,Matthias Köbbing,de GER,GK,Köln,de Bundesliga,26-010,0,,,,,0,,0,0,,3,,,,,,,,,,,
1714,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25-183,27,2430,90,79.4,27.0,27,90,27,0,,2,2.22,68,32,+36,+1.33,+0.90,58.2,33.3,+24.9,+0.92,+0.49
1715,Robin Koch,de GER,DF,Leeds United,eng Premier League,26-325,36,3175,88,92.8,35.3,36,88,33,0,,1,0.86,46,74,-28,-0.79,-0.06,45.0,63.7,-18.7,-0.53,-0.13
1716,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,18-193,1,3,3,0.1,0.0,0,,0,1,3,14,0.00,0,0,0,0.00,0.00,0.0,0.9,-0.9,-25.83,-26.09
1717,Leon Köhl,de GER,MF,Leverkusen,de Bundesliga,19-110,0,,,,,0,,0,0,,1,,,,,,,,,,,
1718,Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,19-015,1,64,64,1.9,0.7,0,,0,1,64,4,0.00,0,2,-2,-2.81,-1.90,0.1,0.9,-0.8,-1.19,-0.17
1719,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,29-127,30,2292,76,74.9,25.5,27,83,21,3,18,1,1.43,39,38,+1,+0.04,+0.27,34.8,39.1,-4.3,-0.17,+0.09
1720,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,21-223,0,,,,,0,,0,0,,2,,,,,,,,,,,
1721,Koke,es ESP,MF,Atlético Madrid,es La Liga,31-150,33,2545,77,74.4,28.3,30,82,12,3,26,1,2.18,53,24,+29,+1.03,+0.20,46.7,28.5,+18.2,+0.64,+0.36
1722,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29-352,33,2214,67,64.7,24.6,26,80,14,7,19,0,1.94,49,22,+27,+1.10,+1.10,45.7,24.8,+20.9,+0.85,+0.70
1723,Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,18-265,4,59,15,1.7,0.7,0,,0,4,15,6,0.50,3,1,+2,+3.05,+3.56,1.9,1.2,+0.8,+1.19,+1.52
1724,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,24-184,32,2631,82,86.0,29.2,31,83,14,1,45,0,1.53,51,39,+12,+0.41,+1.67,45.4,35.1,+10.3,+0.35,+0.71
1725,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,31-249,1,25,25,0.8,0.3,0,,0,1,25,3,0.00,0,0,0,0.00,+1.07,0.0,0.6,-0.6,-2.13,-1.62
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1726,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,17-325,0,,,,,0,,0,0,,1,,,,,,,,,,,
1727,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,19-096,9,572,64,16.7,6.4,6,86,5,3,20,7,1.78,5,10,-5,-0.79,-0.82,8.2,11.3,-3.1,-0.49,-0.25
1728,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,24-013,18,1552,86,45.4,17.2,17,90,17,1,22,3,1.72,34,22,+12,+0.70,-0.08,31.9,23.3,+8.6,+0.50,-0.13
1729,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,30-112,20,1006,50,29.4,11.2,10,82,6,10,19,13,2.10,15,11,+4,+0.36,-0.87,14.6,12.7,+1.8,+0.16,-0.55
1730,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23-356,37,1577,43,46.1,17.5,15,76,5,22,20,1,1.46,24,23,+1,+0.06,+0.15,19.0,25.1,-6.2,-0.35,+0.01
