Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2271,David Silva,es ESP,MF,Manchester City,eng Premier League,32,26.7,2303,18,169,1058,1086,196,2303,47,31,66.0,15,31.9,1609,7721,3902,118,94,36,28,30,1892,222
2272,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,27,15.9,770,60,265,330,179,10,770,13,9,69.2,4,30.8,303,1343,725,16,9,1,21,9,367,75
2273,Jonathan Silva,ar ARG,"DF,FW",Leganés,es La Liga,24,30.0,1570,67,392,666,530,32,1570,25,12,48.0,13,52.0,717,3302,1758,48,37,5,43,13,788,122
2274,Matheus Pereira da Silva,br BRA,MF,Juventus,it Serie A,20,1.0,58,0,3,25,30,5,58,2,1,50.0,1,50.0,36,132,57,2,1,0,2,0,43,10
2275,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,23.1,2081,201,740,1274,77,19,2081,2,2,100.0,0,0.0,1323,6894,4549,19,21,0,5,3,1584,4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2276,Xande Silva,pt POR,FW,West Ham,eng Premier League,21,0.2,8,0,1,4,3,2,8,0,0,,0,,4,18,5,0,0,0,0,1,6,2
2277,Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,34.0,1784,236,917,832,44,26,1784,1,1,100.0,0,0.0,1024,5162,2586,4,5,1,5,3,1160,2
2278,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,23,27.3,691,17,70,273,364,119,691,55,26,47.3,29,52.7,435,2961,919,38,26,16,99,61,499,173
2279,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,2.6,193,22,87,99,8,7,193,0,0,,0,,93,627,403,3,1,0,2,2,119,1
2280,Moses Simon,ng NGA,"DF,MF",Levante,es La Liga,23,8.7,410,12,101,146,172,34,410,35,20,57.1,15,42.9,199,1752,1013,39,18,20,10,19,228,67
2281,Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,7.0,212,188,212,0,0,0,212,0,0,,0,,98,658,487,0,0,0,0,0,72,0
2282,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,3.2,200,20,82,99,19,1,200,0,0,,0,,78,182,65,0,1,0,1,2,78,4
2283,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,4.5,305,42,173,131,2,2,305,0,0,,0,,175,901,531,5,1,0,1,2,168,0
2284,Josh Sims,eng ENG,MF,Southampton,eng Premier League,21,2.4,70,3,17,33,21,7,70,5,4,80.0,1,20.0,47,408,102,3,3,2,4,7,44,12
2285,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,0.7,26,0,0,14,12,0,26,0,0,,0,,13,103,31,1,1,0,1,1,20,7
2286,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,32.9,1837,156,884,866,101,39,1837,19,12,63.2,7,36.8,826,4661,2636,22,17,0,10,10,839,10
2287,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,35.2,1216,1009,1209,7,0,0,1216,2,2,100.0,0,0.0,546,3237,2353,0,0,0,0,0,428,0
2288,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,29.6,1578,51,273,976,345,43,1578,56,33,58.9,23,41.1,956,4625,2375,58,37,7,54,39,1043,76
2289,Moussa Sissoko,fr FRA,"MF,FW",Tottenham,eng Premier League,28,25.9,1655,49,300,1036,347,37,1655,62,36,58.1,26,41.9,1061,6301,3188,79,58,8,40,28,1169,96
2290,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,23,9.4,537,5,63,265,213,17,537,41,26,63.4,15,36.6,414,2926,1250,30,31,3,21,17,435,56
2291,Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,3.0,109,93,109,0,0,0,109,0,0,,0,,44,398,314,0,0,0,1,0,21,0
2292,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,34.3,2051,73,416,1298,354,26,2051,43,32,74.4,11,25.6,986,4869,2011,38,35,6,37,35,1251,52
2293,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,17,2.4,173,9,43,105,25,1,173,2,2,100.0,0,0.0,99,400,163,2,0,0,2,2,119,3
2294,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,38.0,1212,1112,1209,3,0,0,1212,0,0,,0,,574,3527,2809,0,1,1,0,0,378,0
2295,Milan Škriniar,sk SVK,DF,Inter,it Serie A,23,35.0,2745,252,1237,1444,81,35,2745,11,7,63.6,4,36.4,1704,8449,4343,26,17,0,18,7,1930,5
2296,Steven Skrzybski,de GER,"FW,MF",Schalke 04,de Bundesliga,25,7.4,221,3,20,96,109,28,221,8,5,62.5,3,37.5,125,661,291,12,12,6,20,14,143,52
2297,Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,28,6.7,265,13,34,116,117,44,265,11,8,72.7,3,27.3,102,540,188,5,4,1,16,9,188,38
2298,Callum Slattery,eng ENG,MF,Southampton,eng Premier League,19,1.2,54,4,8,33,13,4,54,2,1,50.0,1,50.0,31,138,56,0,1,0,4,2,31,2
2299,Naïm Sliti,tn TUN,"MF,FW",Dijon,fr Ligue 1,26,25.4,1297,6,116,542,690,49,1296,132,83,62.9,49,37.1,797,6355,3289,107,97,17,89,63,839,157
2300,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,23.6,1208,154,598,575,39,30,1208,1,1,100.0,0,0.0,530,2370,1254,3,2,0,6,1,686,6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2301,Adam Smith,eng ENG,"DF,MF",Bournemouth,eng Premier League,27,23.0,1360,80,422,601,364,27,1360,48,20,41.7,28,58.3,760,5460,3105,87,69,8,25,10,736,80
2302,Emile Smith Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,0.3,20,0,2,10,8,2,20,1,1,100.0,0,0.0,11,52,25,0,1,0,0,0,16,2
2303,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,26,12.7,725,38,246,340,142,8,725,5,3,60.0,2,40.0,309,1326,630,19,11,1,5,3,386,38
2304,Robert Snodgrass,sct SCO,MF,West Ham,eng Premier League,30,24.7,1430,25,140,654,646,61,1430,61,33,54.1,28,45.9,782,4209,1821,72,41,18,60,44,973,148
2305,Cédric Soares,pt POR,DF,Southampton,eng Premier League,26,16.6,963,75,287,403,279,16,963,12,7,58.3,5,41.7,418,1997,1011,31,25,3,15,11,508,66
2306,Cédric Soares,pt POR,DF,Inter,it Serie A,26,2.9,233,6,48,116,73,3,233,1,0,0.0,1,100.0,106,436,174,2,4,0,5,1,140,15
2307,Ramadan Sobhi,eg EGY,"FW,MF",Huddersfield,eng Premier League,21,0.9,61,0,6,16,39,3,61,5,2,40.0,3,60.0,46,242,107,3,2,3,4,5,45,14
2308,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,10.5,446,34,157,259,38,10,446,4,2,50.0,2,50.0,197,1095,531,8,5,1,10,8,228,8
2309,Rubén Sobrino,es ESP,"FW,MF",Alavés,es La Liga,26,10.7,379,12,47,183,159,35,379,28,16,57.1,12,42.9,213,1372,728,28,20,10,31,17,252,44
2310,Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,26,2.1,77,3,12,37,30,5,77,5,2,40.0,3,60.0,39,195,99,2,3,1,6,3,49,13
2311,Danilo Soddimo,it ITA,"MF,FW",Frosinone,it Serie A,30,2.8,172,3,31,84,59,7,172,11,2,18.2,9,81.8,106,733,233,5,6,0,7,5,103,21
2312,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,19,1.0,92,1,24,42,26,1,92,7,4,57.1,3,42.9,49,304,166,2,4,0,2,2,45,4
2313,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,20,3.9,163,13,23,72,72,22,163,17,10,58.8,7,41.2,106,624,271,10,4,4,15,9,118,24
2314,Andrés Solano,co COL,DF,Atlético Madrid,es La Liga,20,0.5,33,2,9,22,2,0,33,0,0,,0,,22,87,61,0,1,0,0,0,19,3
2315,Carlos Soler,es ESP,MF,Valencia,es La Liga,21,27.3,1302,51,243,611,469,64,1302,55,24,43.6,31,56.4,727,4109,2030,48,48,8,47,30,883,147
2316,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,18,0.7,50,0,11,34,5,0,50,0,0,,0,,36,308,220,1,3,0,0,0,35,1
2317,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,34.0,1680,1196,1666,15,0,0,1680,2,2,100.0,0,0.0,971,5973,3657,0,0,0,2,0,921,0
2318,Kévin Soni,cm CMR,"FW,DF",Girona,es La Liga,20,0.9,53,0,6,19,29,4,53,10,6,60.0,4,40.0,30,238,120,3,5,0,6,6,25,7
2319,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,29.4,1293,141,627,647,28,16,1293,5,5,100.0,0,0.0,585,3191,1598,3,4,1,12,1,675,0
2320,Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,28,17.6,1033,61,373,568,99,0,1033,13,9,69.2,4,30.8,561,3225,1642,25,14,0,10,4,579,22
2321,David Soria,es ESP,GK,Getafe,es La Liga,25,37.0,1184,895,1174,11,0,0,1184,1,1,100.0,0,0.0,479,4200,3219,0,0,0,2,0,274,0
2322,Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,4.0,155,134,155,1,0,0,155,0,0,,0,,67,362,238,0,0,0,0,0,62,0
2323,Roberto Soriano,it ITA,MF,Torino,it Serie A,27,5.2,284,2,21,128,139,12,284,10,10,100.0,0,0.0,167,1181,526,14,15,1,9,9,200,47
2324,Roberto Soriano,it ITA,MF,Bologna,it Serie A,27,16.5,777,12,88,380,318,47,777,21,18,85.7,3,14.3,491,3073,1413,44,38,7,29,23,579,93
2325,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,31.0,988,859,974,14,0,0,988,0,0,,0,,356,2579,1783,0,0,0,0,0,289,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2326,Borna Sosa,hr CRO,"DF,MF",Stuttgart,de Bundesliga,20,6.8,489,29,158,205,128,7,489,13,9,69.2,4,30.8,205,1235,697,14,17,2,13,11,256,27
2327,Sebastian Soto,us USA,"MF,FW",Hannover 96,de Bundesliga,18,0.3,6,0,0,3,3,0,6,0,0,,0,,4,11,2,0,0,0,2,0,4,1
2328,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,19,0.2,12,0,0,3,9,1,12,0,0,,0,,9,67,32,2,0,0,1,0,11,5
2329,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,28,0.0,4,0,0,4,0,0,4,0,0,,0,,3,13,2,0,0,0,0,0,3,0
2330,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,19.1,1099,111,570,514,20,13,1099,8,6,75.0,2,25.0,622,3328,1972,9,3,0,5,6,701,1
2331,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,19,6.3,412,11,75,301,45,6,412,11,8,72.7,3,27.3,268,1533,761,13,15,1,6,10,292,10
2332,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,22,4.1,272,30,147,118,9,2,272,3,2,66.7,1,33.3,166,907,616,2,2,0,2,1,160,0
2333,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1.0,41,41,41,0,0,0,41,0,0,,0,,15,146,93,0,0,0,2,0,8,0
2334,Leonardo Spinazzola,it ITA,DF,Juventus,it Serie A,25,6.7,440,13,88,155,200,24,440,18,11,61.1,7,38.9,279,2384,1434,60,26,15,13,7,303,65
2335,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,35,6.0,250,49,142,102,7,7,250,1,0,0.0,1,100.0,119,613,274,1,0,0,2,0,138,0
2336,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,35.0,1316,1136,1309,7,0,0,1316,0,0,,0,,620,3629,2549,0,0,0,0,0,404,0
2337,Mattia Sprocati,it ITA,"FW,MF",Parma,it Serie A,25,7.2,280,7,53,107,124,10,280,9,5,55.6,4,44.4,195,1212,589,21,14,3,7,7,197,57
2338,Bassem Srarfi,tn TUN,"FW,MF",Nice,fr Ligue 1,21,9.1,437,8,63,202,182,25,437,36,22,61.1,14,38.9,278,1842,957,32,20,8,20,8,317,85
2339,Darijo Srna,hr CRO,DF,Cagliari,it Serie A,36,23.2,1817,77,340,995,491,5,1817,15,11,73.3,4,26.7,892,4091,2022,44,33,2,21,12,1158,85
2340,Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,10.2,665,53,241,341,92,1,665,8,4,50.0,4,50.0,309,1506,860,14,15,0,5,2,371,23
2341,Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,de Bundesliga,27,19.6,1218,85,470,706,58,0,1218,12,9,75.0,3,25.0,622,3091,1950,21,16,1,7,8,681,12
2342,Jozo Stanić,hr CRO,MF,Augsburg,de Bundesliga,19,0.0,3,0,1,2,0,0,3,0,0,,0,,3,14,6,0,0,0,0,0,3,0
2343,Junior Stanislas,eng ENG,"MF,FW",Bournemouth,eng Premier League,28,11.5,677,17,116,257,309,38,676,26,12,46.2,14,53.8,427,2376,1196,35,24,6,21,10,460,81
2344,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,20.8,1325,163,615,684,36,17,1325,2,1,50.0,1,50.0,707,3340,1803,21,9,0,3,2,785,4
2345,Timo Stavitski,fi FIN,"MF,FW",Caen,fr Ligue 1,19,0.2,1,0,0,1,0,0,1,0,0,,0,,1,3,0,0,0,0,0,1,2,1
2346,Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,26,16.7,746,18,124,364,273,36,746,27,19,70.4,8,29.6,450,2682,1358,32,34,7,43,15,504,85
2347,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1.2,114,2,24,91,1,0,114,1,0,0.0,1,100.0,50,236,146,4,0,0,1,0,68,2
2348,Pascal Stenzel,de GER,"DF,MF",Freiburg,de Bundesliga,22,16.1,1064,62,355,543,171,6,1064,7,6,85.7,1,14.3,461,2575,1388,22,19,1,13,7,584,39
2349,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,29,27.6,1650,97,448,1045,167,12,1650,12,6,50.0,6,50.0,807,3927,1479,16,18,2,27,14,974,8
2350,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,24,18.9,1017,118,445,529,53,16,1017,7,5,71.4,2,28.6,433,2610,1553,11,8,1,9,5,486,6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2351,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,23,27.5,859,23,68,421,376,104,859,22,10,45.5,12,54.5,563,2529,713,23,22,9,102,63,684,178
2352,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,23,30.8,1748,7,77,554,1139,264,1748,152,82,53.9,70,46.1,1338,7800,4188,155,93,88,74,87,1438,436
2353,Lars Stindl,de GER,"FW,MF",M'Gladbach,de Bundesliga,29,16.8,929,20,80,552,303,45,929,28,16,57.1,12,42.9,488,2177,992,20,17,0,40,14,714,104
2354,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,24,23.5,1721,39,345,1006,403,17,1721,41,27,65.9,14,34.1,982,5590,2645,42,43,2,36,25,1170,51
2355,John Stones,eng ENG,DF,Manchester City,eng Premier League,24,19.6,1892,123,642,1172,91,12,1892,8,6,75.0,2,25.0,1365,8755,5272,44,18,0,1,3,1519,5
2356,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,35.0,1165,960,1139,28,0,0,1165,1,1,100.0,0,0.0,596,3000,2239,0,1,1,1,0,498,0
2357,Tobias Strobl,de GER,"MF,DF",M'Gladbach,de Bundesliga,28,25.5,1684,80,548,1077,72,14,1684,7,5,71.4,2,28.6,948,4842,2567,17,15,1,20,10,1251,10
2358,Kevin Strootman,nl NED,MF,Roma,it Serie A,28,1.0,50,4,8,26,16,2,50,1,0,0.0,1,100.0,26,87,28,0,0,0,3,0,29,2
2359,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,28,21.6,1385,31,240,959,201,25,1385,13,10,76.9,3,23.1,824,3420,1837,24,26,2,16,17,899,33
2360,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,27,35.9,1972,114,580,1026,389,25,1972,26,11,42.3,15,57.7,1148,6175,3681,68,49,6,30,26,1255,101
2361,Cristhian Stuani,uy URU,FW,Girona,es La Liga,31,30.3,821,39,72,423,331,138,816,29,14,48.3,15,51.7,429,1661,461,12,14,7,61,37,592,129
2362,Leo Štulac,si SVN,MF,Parma,it Serie A,23,16.1,869,62,264,484,136,1,869,10,8,80.0,2,20.0,440,2659,1223,16,14,1,18,18,529,10
2363,Stefano Sturaro,it ITA,"MF,FW",Genoa,it Serie A,25,2.4,106,3,13,56,38,3,106,4,3,75.0,1,25.0,60,228,99,2,3,0,10,5,64,15
2364,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,eng Premier League,28,5.7,253,1,6,135,113,22,253,9,5,55.6,4,44.4,187,862,297,9,9,3,17,11,215,37
2365,Damián Suárez,uy URU,DF,Getafe,es La Liga,30,36.0,2332,78,586,1110,678,7,2332,44,23,52.3,21,47.7,764,3937,2304,45,49,4,30,23,848,74
2366,Denis Suárez,es ESP,"MF,FW",Arsenal,eng Premier League,24,0.8,52,0,8,29,18,0,52,10,4,40.0,6,60.0,33,280,145,3,3,0,3,1,39,5
2367,Denis Suárez,es ESP,"MF,DF",Barcelona,es La Liga,24,0.2,22,1,5,11,6,3,22,4,3,75.0,1,25.0,15,125,76,2,0,1,0,0,16,3
2368,Leonardo Suárez,ar ARG,"FW,MF",Valladolid,es La Liga,22,5.7,212,3,35,97,82,10,212,8,4,50.0,4,50.0,138,719,371,8,11,1,17,7,163,21
2369,Luis Suárez,uy URU,FW,Barcelona,es La Liga,31,31.4,1372,33,73,468,842,240,1368,90,36,40.0,54,60.0,838,4305,1984,73,50,53,76,53,1104,294
2370,Mario Suárez,es ESP,MF,Rayo Vallecano,es La Liga,31,11.4,721,42,208,439,85,13,721,22,16,72.7,6,27.3,423,1904,960,10,12,0,14,16,477,7
2371,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,22,6.1,369,14,88,194,89,3,369,6,2,33.3,4,66.7,146,605,275,6,7,0,8,6,181,21
2372,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,33,12.6,336,297,335,1,0,0,336,0,0,,0,,158,1045,768,0,0,0,1,0,119,0
2373,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,23.9,1386,117,790,571,35,18,1386,4,3,75.0,1,25.0,719,3375,1709,1,4,0,9,2,882,2
2374,Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,22,11.7,532,12,45,227,271,53,532,25,14,56.0,11,44.0,402,2221,994,35,32,18,46,25,441,107
2375,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,22,29.5,2784,178,1106,1597,93,23,2784,3,3,100.0,0,0.0,1770,8772,5000,31,30,3,6,5,2159,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2376,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,14.5,763,25,156,445,173,6,763,9,5,55.6,4,44.4,334,1763,851,12,21,1,12,10,434,12
2377,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,31,16.0,974,55,261,578,141,8,974,6,3,50.0,3,50.0,542,1989,802,3,11,0,14,4,649,10
2378,Sam Surridge,eng ENG,"MF,FW",Bournemouth,eng Premier League,20,0.1,8,0,0,1,7,3,8,0,0,,0,,7,23,7,0,0,0,0,0,7,3
2379,Markel Susaeta,es ESP,"FW,MF",Athletic Club,es La Liga,30,15.3,776,10,77,301,406,29,776,36,16,44.4,20,55.6,415,2519,1260,41,36,7,31,19,527,108
2380,Suso,es ESP,"FW,MF",Milan,it Serie A,24,33.5,2074,5,162,825,1105,107,2074,98,66,67.3,32,32.7,1566,9628,4735,138,100,46,62,64,1694,368
2381,Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,31,5.4,302,16,106,124,78,4,302,2,0,0.0,2,100.0,154,733,420,11,9,0,3,4,182,15
2382,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,19,13.1,484,14,106,224,158,18,484,19,9,47.4,10,52.6,246,1220,511,9,13,0,24,16,292,35
2383,Sanasi Sy,fr FRA,MF,Amiens,fr Ligue 1,19,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
2384,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,22,2.5,64,52,64,0,0,0,64,0,0,,0,,35,227,172,0,0,0,0,0,19,0
2385,Issiaga Sylla,gn GUI,"DF,MF",Toulouse,fr Ligue 1,24,22.2,1429,97,417,666,361,32,1429,33,16,48.5,17,51.5,607,3702,2126,60,33,7,34,19,710,105
2386,Moussa Sylla,fr FRA,"FW,MF",Monaco,fr Ligue 1,18,8.5,272,3,27,105,145,47,272,18,8,44.4,10,55.6,153,922,317,19,6,7,30,12,186,74
2387,Eddy Sylvestre,fr FRA,"FW,MF",Nice,fr Ligue 1,18,3.0,148,0,9,98,43,6,148,4,3,75.0,1,25.0,76,353,148,5,2,1,10,6,117,23
2388,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,18.1,636,9,48,326,273,102,636,23,10,43.5,13,56.5,335,1157,440,12,16,6,54,21,466,100
2389,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,28,28.0,791,703,786,5,0,0,791,0,0,,0,,403,2313,1437,0,1,1,0,1,306,0
2390,Alexander Sørloth,no NOR,FW,Crystal Palace,eng Premier League,22,2.1,86,3,9,29,52,16,86,2,2,100.0,0,0.0,40,223,101,4,4,2,6,4,64,13
2391,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,2.0,96,13,49,46,2,0,96,0,0,,0,,39,200,117,1,1,0,1,0,52,0
2392,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,22,32.6,2810,196,1018,1723,82,28,2810,20,17,85.0,3,15.0,1622,8543,5052,23,15,2,15,12,1969,5
2393,Flavien Tait,fr FRA,"MF,FW",Angers,fr Ligue 1,25,33.2,2018,20,231,941,879,98,2017,148,82,55.4,66,44.6,1212,9223,5316,184,125,39,99,69,1456,279
2394,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,24,32.7,2288,116,572,1455,279,21,2288,67,40,59.7,27,40.3,1060,4859,2622,31,35,3,43,33,1664,60
2395,Strahinja Tanasijević,rs SRB,"DF,MF",Chievo,it Serie A,21,0.2,15,0,4,7,4,2,15,0,0,,0,,9,46,20,0,0,0,0,0,14,0
2396,Matt Targett,eng ENG,DF,Southampton,eng Premier League,22,13.2,807,41,180,332,305,28,807,5,1,20.0,4,80.0,307,1157,607,24,14,6,7,6,405,89
2397,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,22,15.9,693,81,357,282,60,6,693,1,1,100.0,0,0.0,299,1172,489,5,5,0,4,1,316,10
2398,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,25,34.3,1672,306,826,780,76,46,1672,9,7,77.8,2,22.2,565,3029,1706,4,4,1,26,10,723,6
2399,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,32,26.6,905,779,905,0,0,0,905,0,0,,0,,417,2279,1518,0,0,0,1,0,329,0
2400,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,29,31.2,1056,53,98,508,455,139,1055,23,11,47.8,12,52.2,436,1781,518,17,8,12,68,33,762,150
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2401,Júnior Tavares,br BRA,DF,Sampdoria,it Serie A,21,2.0,209,5,35,126,48,0,209,3,3,100.0,0,0.0,137,787,524,9,8,0,0,5,160,9
2402,Taleb Tawatha,il ISR,"FW,DF",Eint Frankfurt,de Bundesliga,26,1.4,59,1,11,31,18,1,59,3,2,66.7,1,33.3,27,100,57,2,1,0,3,1,37,6
2403,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,24,36.0,2169,199,727,960,507,8,2169,76,41,53.9,35,46.1,830,6004,2715,93,64,4,37,17,1003,94
2404,Malik Tchokounté,fr FRA,"FW,MF",Caen,fr Ligue 1,29,16.4,670,28,81,409,191,55,670,24,15,62.5,9,37.5,347,1319,450,14,8,2,60,31,469,61
2405,Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,18,7.8,375,20,98,244,39,6,375,10,6,60.0,4,40.0,189,1013,458,5,5,1,5,9,213,7
2406,Georg Teigl,at AUT,"MF,FW",Augsburg,de Bundesliga,27,3.3,96,9,33,36,27,4,96,4,2,50.0,2,50.0,46,229,67,2,3,0,4,3,59,7
2407,Cristian Tello,es ESP,"DF,FW",Betis,es La Liga,26,17.5,1109,28,191,405,524,89,1109,52,26,50.0,26,50.0,648,4451,2398,85,35,48,29,14,757,162
2408,Łukasz Teodorczyk,pl POL,FW,Udinese,it Serie A,27,4.4,142,8,14,74,55,24,141,4,3,75.0,1,25.0,90,413,127,4,2,3,17,13,112,25
2409,Hidde ter Avest,nl NED,"DF,FW",Udinese,it Serie A,21,10.8,592,29,167,282,145,13,592,9,4,44.4,5,55.6,304,1273,673,13,10,1,8,6,333,37
2410,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,26,35.0,1128,1005,1125,3,0,0,1128,1,1,100.0,0,0.0,604,2926,2116,0,0,0,0,0,560,0
2411,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,28,2.0,72,61,72,0,0,0,72,0,0,,0,,35,284,175,0,0,0,0,0,21,0
2412,Pietro Terracciano,it ITA,GK,Empoli,it Serie A,28,8.0,266,248,266,0,0,0,266,0,0,,0,,128,614,416,0,0,0,1,0,117,0
2413,Marco Terrazzino,de GER,"MF,FW",Freiburg,de Bundesliga,27,5.7,287,6,30,149,112,18,287,18,8,44.4,10,55.6,154,943,415,14,9,7,16,13,204,33
2414,Martin Terrier,fr FRA,FW,Lyon,fr Ligue 1,21,16.5,689,15,79,333,290,60,689,23,14,60.9,9,39.1,404,2076,1080,32,28,8,22,15,500,116
